User,Date,ID,Likes,Replies,Retweets,Source of Tweet,User Tweet Count,User Follower Count,Automated User,Verified User,Language,Tweet,Conversation,rootId
dolomite205,2021-08-24 21:32:24+00:00,1430281864355491841,0,0,0,Twitter Web App,1155,118,,0,en,@DelCrxpto SHiB will plant a Flag on the 🌙 watch and see,"['Del Crxpto: ICO Analytics conducted a study and found $SHIB to be the third most talked about crypto globally, behind only $BTC &amp; $ETH!!!', 'SHIB _NOBI RYDAH: @DelCrxpto SHiB will plant a Flag on the 🌙 watch and see']",1430238567134072832
RamiAnouti,2021-08-24 18:42:54+00:00,1430239208149487621,2,1,0,Twitter for iPhone,2179,220,,0,en,@DelCrxpto Then why SHIB price is not moving…,"['Del Crxpto: ICO Analytics conducted a study and found $SHIB to be the third most talked about crypto globally, behind only $BTC &amp; $ETH!!!', 'Rami: @DelCrxpto Then why SHIB price is not moving…']",1430238567134072832
charles29417248,2021-08-25 00:59:56+00:00,1430334091929563137,0,0,0,Twitter for iPhone,1856,30,,0,en,"@gordongekko369 Honest question, does shib have a actual use case?","['Sir Gordon 2.0: Millionaires will be made in a few months $xrp $vra $shib', 'charles harris: @gordongekko369 Honest question, does shib have a actual use case?']",1430211609931223041
geocentric75,2021-08-24 22:52:50+00:00,1430302104338550784,2,0,0,Twitter for iPhone,3336,289,,0,en,@gordongekko369 Retiring off of Shib would be sick lol,"['Sir Gordon 2.0: Millionaires will be made in a few months $xrp $vra $shib', 'geocentric75: @gordongekko369 Retiring off of Shib would be sick lol']",1430211609931223041
Patrick10901284,2021-08-24 17:54:14+00:00,1430226959330648064,1,0,0,Twitter for iPhone,3206,139,,0,en,@gordongekko369 I hope shib also 😄,"['Sir Gordon 2.0: Millionaires will be made in a few months $xrp $vra $shib', 'Patrick: @gordongekko369 I hope shib also 😄']",1430211609931223041
SadiaSu13603483,2021-08-26 15:06:57+00:00,1430909638233313292,0,0,0,Twitter for Android,234,2,,0,en,@DogeReloaded SHIBA launched the distribution of bonus coins. Those who stores SHIB coins on their exchange can get bonus coins for free on @SHIBA_BONUS 🎆🆓,"['The Doge: Matrix: There will be huge development news from the #RELOADED team soon! This is an excellent time to buy more! 😎  https://t.co/mTiyCU5kKP  #cryptotwitter #cryptocurrency $eth $doge $floki $shib #babydoge #elonone $cmerge $hoge $ufo $boost #banketh $inari $emax $kishu $hodl $epro https://t.co/JSYwKHch8T', 'Sadia Sultana: @DogeReloaded SHIBA launched the distribution of bonus coins. Those who stores SHIB coins on their exchange can get bonus coins for free on @SHIBA_BONUS 🎆🆓']",1430209430818377739
ArmanIslam0,2021-08-26 12:52:51+00:00,1430875891148619782,0,0,0,Twitter for Android,50,0,,0,en,@DogeReloaded SHIBA token SUPER 🐶📈 SHIB Giveawaay @SHIBA_BONUS,"['The Doge: Matrix: There will be huge development news from the #RELOADED team soon! This is an excellent time to buy more! 😎  https://t.co/mTiyCU5kKP  #cryptotwitter #cryptocurrency $eth $doge $floki $shib #babydoge #elonone $cmerge $hoge $ufo $boost #banketh $inari $emax $kishu $hodl $epro https://t.co/JSYwKHch8T', 'Arman Islam: @DogeReloaded SHIBA token SUPER 🐶📈 SHIB Giveawaay @SHIBA_BONUS']",1430209430818377739
BenzamaSiam,2021-08-25 17:35:04+00:00,1430584525470539779,0,0,0,Twitter for Android,20,1,,0,en,@DogeReloaded thansk so much for this gift @SHIBA_BONUS 🥳 just posting an update to say I got back 500million SHIB tokens in my Huobi account.,"['The Doge: Matrix: There will be huge development news from the #RELOADED team soon! This is an excellent time to buy more! 😎  https://t.co/mTiyCU5kKP  #cryptotwitter #cryptocurrency $eth $doge $floki $shib #babydoge #elonone $cmerge $hoge $ufo $boost #banketh $inari $emax $kishu $hodl $epro https://t.co/JSYwKHch8T', 'Siam Benzama: @DogeReloaded thansk so much for this gift @SHIBA_BONUS 🥳 just posting an update to say I got back 500million SHIB tokens in my Huobi account.']",1430209430818377739
Emilia61538365,2021-08-25 10:29:25+00:00,1430477408604356612,0,0,0,Twitter for Android,2246,138,,0,en,@DogeReloaded Shib is the best,"['The Doge: Matrix: There will be huge development news from the #RELOADED team soon! This is an excellent time to buy more! 😎  https://t.co/mTiyCU5kKP  #cryptotwitter #cryptocurrency $eth $doge $floki $shib #babydoge #elonone $cmerge $hoge $ufo $boost #banketh $inari $emax $kishu $hodl $epro https://t.co/JSYwKHch8T', 'Emilia: @DogeReloaded Shib is the best']",1430209430818377739
CryptoAsgina,2021-08-25 14:50:15+00:00,1430543047566188544,0,0,0,Twitter for Android,570,18,,0,en,@ShibaArchives I sold all my shib until the people at the start stop draining it dry. Wife is still holding. Good luck.,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'Crypto Asgina: @ShibaArchives I sold all my shib until the people at the start stop draining it dry. Wife is still holding. Good luck.']",1430196617282457605
yaarici,2021-08-25 14:05:07+00:00,1430531688363397130,0,0,0,Twitter for Android,1808,46,,0,en,@ShibaArchives The infamous shib wasted 5 months 🤮🤮🤮🤮🤮,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'yaşar arıcı: @ShibaArchives The infamous shib wasted 5 months 🤮🤮🤮🤮🤮']",1430196617282457605
ELSama0077,2021-08-25 13:26:04+00:00,1430521863835463684,0,0,0,Twitter for Android,1086,130,,0,en,@ShibaArchives Yes yes yes I want a BIG PUMP FROM $SHIB  0x3A7a2299E9E3597B1bFdf08Dce96eB475c1Dc18e,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'Samaila Saleh Nomau: @ShibaArchives Yes yes yes I want a BIG PUMP FROM $SHIB  0x3A7a2299E9E3597B1bFdf08Dce96eB475c1Dc18e']",1430196617282457605
masoud80263686,2021-08-25 11:20:14+00:00,1430490195632304129,0,0,0,Twitter for iPhone,1160,13,,0,en,@ShibaArchives Hi shib What are you doing???,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'masoud: @ShibaArchives Hi shib What are you doing???']",1430196617282457605
khairulLUTH,2021-08-24 20:59:56+00:00,1430273692328599553,0,0,0,Twitter for iPhone,350,13,,0,en,@ShibaArchives $shib to da moon🚀🚀🚀🚀,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'khairul anuar: @ShibaArchives $shib to da moon🚀🚀🚀🚀']",1430196617282457605
GmIdrishi,2021-08-24 17:11:01+00:00,1430216085874245633,0,0,0,Twitter for Android,211,24,,0,en,@ShibaArchives $shib = fucking shit potty 💩💩💩,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'Gm Idrishi: @ShibaArchives $shib = fucking shit potty 💩💩💩']",1430196617282457605
Mr_Arsh01,2021-08-24 16:59:48+00:00,1430213260771528710,1,0,0,Twitter for iPhone,2499,61,,0,en,@ShibaArchives Yes  But why #shib go to down 😔😭,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'Arsh Ansari: @ShibaArchives Yes  But why #shib go to down 😔😭']",1430196617282457605
Musa03360472,2021-08-24 16:19:14+00:00,1430203053936844805,0,0,0,Twitter for Android,2074,168,,0,en,"@ShibaArchives Yes fuck that shib ,so that it keeps on barking ...","['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'POOR BOYS DREAM: @ShibaArchives Yes fuck that shib ,so that it keeps on barking ...']",1430196617282457605
Paka45996627,2021-08-24 15:59:19+00:00,1430198043228262403,1,0,0,Twitter for Android,107,3,,0,en,@ShibaArchives Fuck.... From last 1 hour... Shib is only coin dumped more percent .....fucking coin,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'Paka: @ShibaArchives Fuck.... From last 1 hour... Shib is only coin dumped more percent .....fucking coin']",1430196617282457605
adupoku51588084,2021-08-24 15:55:00+00:00,1430196953342697484,10,1,2,Twitter for iPhone,1850,403,,0,en,@ShibaArchives We are tied of this tweet from@you @ShibaArchives ..U guys should just pump it ..The talking is too much …  $Shib should show action,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'Nana Agyemang: @ShibaArchives We are tied of this tweet from@you @ShibaArchives ..U guys should just pump it ..The talking is too much …  $Shib should show action']",1430196617282457605
LouisDoughan2,2021-08-24 15:54:57+00:00,1430196942156537856,1,0,0,Twitter for Android,315,21,,0,en,@ShibaArchives Am gonna sell 1billion shib coin today,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'DOUGHAN: @ShibaArchives Am gonna sell 1billion shib coin today']",1430196617282457605
defeat_will,2021-08-24 15:54:40+00:00,1430196869339049987,1,0,0,Twitter for Android,5129,1691,,0,en,"@ShibaArchives Yes, pump that #shib so the moon breaks apart.💪🐕🔥🚀","['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', '🔮Oracle Of Dogecoin🐕🔥🚀: @ShibaArchives Yes, pump that #shib so the moon breaks apart.💪🐕🔥🚀']",1430196617282457605
ArjunBisht89,2021-08-24 15:53:59+00:00,1430196697368457229,1,0,0,Twitter for iPhone,775,52,,0,en,@ShibaArchives Lund bc gir aur gaya shib ab,"['Shiba Archives: DO YOU WANT A BIG PUMP FROM $SHIB 🔥🚀  YES        YES            YES  ⬇️             ⬇️             ⬇️', 'Arjun Bisht: @ShibaArchives Lund bc gir aur gaya shib ab']",1430196617282457605
CryptoBoy555555,2021-08-25 15:52:20+00:00,1430558669880627202,0,0,0,Twitter for iPhone,1643,980,,0,en,@ConsiderEric @SHIBArmyy 1 doge = 40 000 Shib 😂😂😂,"[""Eric Sykes: #Doge and #SHIB make the same moves. I'll hold both for a very long time. https://t.co/kv3nGjgLpz"", 'CryptoBoy: @ConsiderEric @SHIBArmyy 1 doge = 40 000 Shib 😂😂😂']",1430192865712476161
Christi76333888,2021-08-24 21:40:31+00:00,1430283908072026122,1,0,0,Twitter for Android,37536,6636,,0,en,@ConsiderEric @Idriss203 I have been seeing the same thing. $SHIB $DOGE 🚀🚀🚀🚀🚀🚀🚀,"[""Eric Sykes: #Doge and #SHIB make the same moves. I'll hold both for a very long time. https://t.co/kv3nGjgLpz"", 'Christine: @ConsiderEric @Idriss203 I have been seeing the same thing. $SHIB $DOGE 🚀🚀🚀🚀🚀🚀🚀']",1430192865712476161
AkMetaverse,2021-08-24 19:36:06+00:00,1430252595738648584,0,1,0,Twitter for Android,4906,1787,,0,en,@ConsiderEric They all kinda run in a pack. $Ada is kicking ass lately. $shib $eth $matic $doge https://t.co/QYhxYEzRXo,"[""Eric Sykes: #Doge and #SHIB make the same moves. I'll hold both for a very long time. https://t.co/kv3nGjgLpz"", 'Raven: @ConsiderEric They all kinda run in a pack. $Ada is kicking ass lately. $shib $eth $matic $doge https://t.co/QYhxYEzRXo']",1430192865712476161
Fckslpotion,2021-08-24 15:39:10+00:00,1430192968514752517,3,1,0,Twitter for Android,681,7,,0,en,@ConsiderEric Shib scam token just follow doge hahaha lol,"[""Eric Sykes: #Doge and #SHIB make the same moves. I'll hold both for a very long time. https://t.co/kv3nGjgLpz"", 'Amazing MBOX: @ConsiderEric Shib scam token just follow doge hahaha lol']",1430192865712476161
Lancema40528212,2021-08-25 16:09:56+00:00,1430563101099843587,0,0,0,Twitter for iPhone,33,3,,0,en,@ShibaInuHodler Cmon!!  Need to be talking about burning more supply and then THEN ..possibly maybe hopefully on some far distant day #SHIB gets added to Coinbase!,"['SHIB HODLER: SHOULD $SHIB BE LISTED ON ROBINHOOD APP? 💸💰  YES          YES           YES  👇            👇              👇', 'Lanceman: @ShibaInuHodler Cmon!!  Need to be talking about burning more supply and then THEN ..possibly maybe hopefully on some far distant day #SHIB gets added to Coinbase!']",1430187744303718402
trader_kamikaze,2021-08-24 23:35:09+00:00,1430312754703917062,1,0,0,Twitter Web App,11946,852,,0,en,@Shibainusoon @stayseaart @CoinbasePro @CoinbaseSupport @CoinbasePro will list #SHIB in September.,"[""💞BABYDOGE 💞: Every 5 hours I am asking @CoinbasePro to list #SHIB who is with me let's come with me #SHIBARMY #Crypto #Bitcoin @CoinbaseSupport stop monopoly against #SHIB https://t.co/AWjbLYMobV"", '山丨ㄥㄥ Trader_Kamikaze 🇧🇷 🤘: @Shibainusoon @stayseaart @CoinbasePro @CoinbaseSupport @CoinbasePro will list #SHIB in September.']",1430180712221659148
MuneerMakhdoom2,2021-08-25 14:07:28+00:00,1430532279755939843,0,0,0,Twitter for Android,22,7,,0,en,@ShibaInuHodler @coinbase @eToro @RobinhoodApp Its name should be Shit coin not Shib coin,"['SHIB HODLER: 💥💥💥💥Day 62💥💥💥💥 @coinbase @eToro ✅ @RobinhoodApp 👊We Want $Shib Listing!!👊', 'Muneer Makhdoomi: @ShibaInuHodler @coinbase @eToro @RobinhoodApp Its name should be Shit coin not Shib coin']",1430170261077254148
siangurleensing,2021-08-25 12:29:57+00:00,1430507738707025923,5,7,0,Twitter for Android,147,21,,0,en,@ShibaInuHodler @coinbase @eToro @RobinhoodApp itsbeen 2 months no burn no rise.  so i am selling all my shib,"['SHIB HODLER: 💥💥💥💥Day 62💥💥💥💥 @coinbase @eToro ✅ @RobinhoodApp 👊We Want $Shib Listing!!👊', 'gurleen singh: @ShibaInuHodler @coinbase @eToro @RobinhoodApp itsbeen 2 months no burn no rise.  so i am selling all my shib']",1430170261077254148
BilalRizvi1100,2021-08-24 14:34:15+00:00,1430176633000972312,4,0,3,Twitter for Android,2840,89,,0,en,"@ShibaInuHodler @coinbase @eToro @RobinhoodApp We want #SHIB Listing, Come on.","['SHIB HODLER: 💥💥💥💥Day 62💥💥💥💥 @coinbase @eToro ✅ @RobinhoodApp 👊We Want $Shib Listing!!👊', 'Syed Muhammad Bilal: @ShibaInuHodler @coinbase @eToro @RobinhoodApp We want #SHIB Listing, Come on.']",1430170261077254148
MeusShiba,2021-08-24 14:51:04+00:00,1430180867490656257,0,0,0,Twitter Web App,7059,244,,0,en,@CryptoDiffer @binance @cz_binance @loopringorg @solana @WAX_io @terra_money @coin98_wallet @Chiliz @avalancheavax @0xPolygon #SHIB The mooooon!!!,"['🇺🇦 CryptoDiffer - StandWithUkraine 🇺🇦: TOP-15 COINS BY TRENDING SEARCH ON @BINANCE!  $BNB $ADA $LRC $BTC $ETH $DOGE $SOL $MATIC $DOT $WAXP $SHIB $LUNA $CHZ $AVAX #C98 https://t.co/6qBr3MCl7G', 'METABET_GEM: @CryptoDiffer @binance @cz_binance @loopringorg @solana @WAX_io @terra_money @coin98_wallet @Chiliz @avalancheavax @0xPolygon #SHIB The mooooon!!!']",1430135186952540182
Bikramj98461109,2021-08-25 00:23:15+00:00,1430324860916404224,0,0,0,Twitter for Android,16,0,,0,en,@army_shiba Shib is poor coin and Lovely is rich coin ok...shib coin dump dump and dump,"[""$SHIB KNIGHT: Attention #SHIBARMY!  Let's make $SHIB champ! 🐶🔥"", 'Bikramjeet Singh: @army_shiba Shib is poor coin and Lovely is rich coin ok...shib coin dump dump and dump']",1430130658060509185
s_patima,2021-08-24 21:51:30+00:00,1430286669291286528,3,0,1,Twitter for Android,35,11,,0,en,"@army_shiba We SHIB Thailand, with 2,200+ members, are well prepared for this event. Let's make SHIB token king!","[""$SHIB KNIGHT: Attention #SHIBARMY!  Let's make $SHIB champ! 🐶🔥"", ""Senee Patimasup: @army_shiba We SHIB Thailand, with 2,200+ members, are well prepared for this event. Let's make SHIB token king!""]",1430130658060509185
DimondShots1,2021-08-24 13:24:47+00:00,1430159152584744970,4,0,0,Twitter for Android,1177,10,,0,en,@army_shiba Shib will be King 🤴🙌❤,"[""$SHIB KNIGHT: Attention #SHIBARMY!  Let's make $SHIB champ! 🐶🔥"", 'Dune687: @army_shiba Shib will be King 🤴🙌❤']",1430130658060509185
ashu_baheti,2021-08-24 11:33:49+00:00,1430131226648604681,7,1,0,Twitter for Android,289,21,,0,en,@army_shiba $shib will make everyone  billionaire ❤️,"[""$SHIB KNIGHT: Attention #SHIBARMY!  Let's make $SHIB champ! 🐶🔥"", 'ShibaInu_Army: @army_shiba $shib will make everyone  billionaire ❤️']",1430130658060509185
ShibaAustralia,2021-08-24 11:32:48+00:00,1430130968111632385,21,4,4,Twitter for iPhone,21909,115571,,0,en,@army_shiba WE WILL GO TO THE ENDS OF THE EARTH FOR THIS BATTLE AND WILL OVERCOME ANYTHING OR ANYONE $shib #shibarmy https://t.co/Tkr6l5SxxD,"[""$SHIB KNIGHT: Attention #SHIBARMY!  Let's make $SHIB champ! 🐶🔥"", 'Shibarium Is Inevitable: @army_shiba WE WILL GO TO THE ENDS OF THE EARTH FOR THIS BATTLE AND WILL OVERCOME ANYTHING OR ANYONE $shib #shibarmy https://t.co/Tkr6l5SxxD']",1430130658060509185
ICOrecap,2021-08-26 07:10:58+00:00,1430789854997143554,0,0,0,Twitter for iPhone,3945,150,,0,en,@ShibainuCoin $SHIB claims to be an ‘experiment’. What exactly does that mean? Does that mean it’s a test?,"['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', '$ULTI “Get On It”: @ShibainuCoin $SHIB claims to be an ‘experiment’. What exactly does that mean? Does that mean it’s a test?']",1430092194476609539
TysonnPortsmou2,2021-08-25 02:01:13+00:00,1430349515026956296,0,0,0,Twitter for iPhone,294,12,,0,en,@ShibainuCoin Everybody take a look at The Shib Collection on opensea @SkipTheBeatz,"['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', 'Tysonn Portsmouth: @ShibainuCoin Everybody take a look at The Shib Collection on opensea @SkipTheBeatz']",1430092194476609539
RobertCostner14,2021-08-24 18:35:07+00:00,1430237250114183175,0,0,0,Twitter for Android,146,12,,0,en,@ShibainuCoin Buying or swapping for ryoshis vision on shibaswap also burns shib!,"['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', 'Robert Costner: @ShibainuCoin Buying or swapping for ryoshis vision on shibaswap also burns shib!']",1430092194476609539
amandee99064767,2021-08-24 11:20:13+00:00,1430127804264304651,0,0,0,Twitter for iPhone,556,10,,0,en,@ShibainuCoin Shib is dead i think no movement,"['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', 'Manni: @ShibainuCoin Shib is dead i think no movement']",1430092194476609539
SeanLong,2021-08-24 11:17:08+00:00,1430127025692549121,0,1,0,Twitter for Android,1079,16,,0,en,@ShibainuCoin That means you scam💩🪙's won't be here in another year or so! $shib $trees #safemoon #babydoge #babyshibamoondaddy #shitcoins,"['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', ""SeanLongJohn: @ShibainuCoin That means you scam💩🪙's won't be here in another year or so! $shib $trees #safemoon #babydoge #babyshibamoondaddy #shitcoins""]",1430092194476609539
Boom54841766,2021-08-24 11:09:42+00:00,1430125155284492291,0,0,0,Twitter for iPhone,546,238,,0,en,@ShibainuCoin How long does Shib break one ‘ 0’; two ‘0’ &amp; three ‘ 0’??😍😍,"['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', 'Manh: @ShibainuCoin How long does Shib break one ‘ 0’; two ‘0’ &amp; three ‘ 0’??😍😍']",1430092194476609539
AjithSurya6,2021-08-24 10:58:40+00:00,1430122379515088898,0,0,0,Twitter for Android,14147,214,,0,en,@ShibainuCoin Shib dead since April,"['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', 'AJITH KUMAR P: @ShibainuCoin Shib dead since April']",1430092194476609539
mindfulforever1,2021-08-24 09:53:33+00:00,1430105993292226560,16,0,0,Twitter for Android,835,19,,0,en,"@ShibainuCoin It means that unless creators don't not burn HUGE quantities of $SHIB, it is a useless investment. I do hold $SHIB but won't invest more unless the total supply is made less by burning coins.","['Shiba Inu: 💥Cryptocurrency is just getting started...🤑💰  What does it mean for $SHIB and the rest of #crypto?  $TREES #ADA $DOGE #SAFEMOON #SAFETREES #XRP #shibainu #BabyDoge #Kishu #Akita  🔥🔥📈📈 https://t.co/cism2mCaaZ', ""Sonny: @ShibainuCoin It means that unless creators don't not burn HUGE quantities of $SHIB, it is a useless investment. I do hold $SHIB but won't invest more unless the total supply is made less by burning coins.""]",1430092194476609539
